pin,slack
ControlDecoder_1/instruction_cnst_6__instruction_cnst_4__instruction_cnst_2_0__m3_0_o3:D,-2014
ControlDecoder_1/instruction_cnst_6__instruction_cnst_4__instruction_cnst_2_0__m3_0_o3:Y,-3305
ControlDecoder_1/counter[4]:ADn,
ControlDecoder_1/counter[4]:ALn,
ControlDecoder_1/counter[4]:CLK,-5512
ControlDecoder_1/counter[4]:D,-5565
ControlDecoder_1/counter[4]:EN,
ControlDecoder_1/counter[4]:LAT,
ControlDecoder_1/counter[4]:Q,-5512
ControlDecoder_1/counter[4]:SD,
ControlDecoder_1/counter[4]:SLn,
DACController_0/index[0]:ADn,
DACController_0/index[0]:ALn,
DACController_0/index[0]:CLK,-1978
DACController_0/index[0]:D,451
DACController_0/index[0]:EN,-5688
DACController_0/index[0]:LAT,
DACController_0/index[0]:Q,-1978
DACController_0/index[0]:SD,
DACController_0/index[0]:SLn,
ControlDecoder_1/counter60:A,
ControlDecoder_1/counter60:B,
ControlDecoder_1/counter60:C,
ControlDecoder_1/counter60:D,
ControlDecoder_1/counter60:Y,
DACController_0/cache1[6]:ADn,
DACController_0/cache1[6]:ALn,
DACController_0/cache1[6]:CLK,-4087
DACController_0/cache1[6]:D,1734
DACController_0/cache1[6]:EN,-5705
DACController_0/cache1[6]:LAT,
DACController_0/cache1[6]:Q,-4087
DACController_0/cache1[6]:SD,
DACController_0/cache1[6]:SLn,
JTAG_0/next_TAP_state_nss_i_0_0_a2[0]:A,-1723
JTAG_0/next_TAP_state_nss_i_0_0_a2[0]:B,-1788
JTAG_0/next_TAP_state_nss_i_0_0_a2[0]:C,-1798
JTAG_0/next_TAP_state_nss_i_0_0_a2[0]:D,-1980
JTAG_0/next_TAP_state_nss_i_0_0_a2[0]:Y,-1980
ControlDecoder_3/counter_19_1_0[1]:A,-5137
ControlDecoder_3/counter_19_1_0[1]:B,-6438
ControlDecoder_3/counter_19_1_0[1]:C,
ControlDecoder_3/counter_19_1_0[1]:D,-1950
ControlDecoder_3/counter_19_1_0[1]:Y,-6438
ControlDecoder_3/old_ccu25_strobe_out_RNIA97J:A,
ControlDecoder_3/old_ccu25_strobe_out_RNIA97J:B,-2959
ControlDecoder_3/old_ccu25_strobe_out_RNIA97J:C,
ControlDecoder_3/old_ccu25_strobe_out_RNIA97J:Y,-2959
ControlDecoder_1/send_data_to_hptdc_5_f0_0_o2_0:A,-2664
ControlDecoder_1/send_data_to_hptdc_5_f0_0_o2_0:B,-4038
ControlDecoder_1/send_data_to_hptdc_5_f0_0_o2_0:C,-2813
ControlDecoder_1/send_data_to_hptdc_5_f0_0_o2_0:D,-2893
ControlDecoder_1/send_data_to_hptdc_5_f0_0_o2_0:Y,-4038
JTAG_2/next_TAP_state_srsts_0[1]:A,
JTAG_2/next_TAP_state_srsts_0[1]:B,620
JTAG_2/next_TAP_state_srsts_0[1]:C,-456
JTAG_2/next_TAP_state_srsts_0[1]:D,-852
JTAG_2/next_TAP_state_srsts_0[1]:Y,-852
JTAG_1/tdo_pad_o_2_7_bm:A,-1551
JTAG_1/tdo_pad_o_2_7_bm:B,-1649
JTAG_1/tdo_pad_o_2_7_bm:C,-3098
JTAG_1/tdo_pad_o_2_7_bm:D,-1933
JTAG_1/tdo_pad_o_2_7_bm:Y,-3098
JTAG_1/tdo_pad_o10:A,-268
JTAG_1/tdo_pad_o10:B,-378
JTAG_1/tdo_pad_o10:C,-417
JTAG_1/tdo_pad_o10:D,-576
JTAG_1/tdo_pad_o10:Y,-576
JTAG_2/loop_counter[2]:ADn,
JTAG_2/loop_counter[2]:ALn,
JTAG_2/loop_counter[2]:CLK,-3096
JTAG_2/loop_counter[2]:D,-3115
JTAG_2/loop_counter[2]:EN,
JTAG_2/loop_counter[2]:LAT,
JTAG_2/loop_counter[2]:Q,-3096
JTAG_2/loop_counter[2]:SD,
JTAG_2/loop_counter[2]:SLn,
ControlDecoder_0/counter_RNO[1]:A,-3642
ControlDecoder_0/counter_RNO[1]:B,-4228
ControlDecoder_0/counter_RNO[1]:C,-5377
ControlDecoder_0/counter_RNO[1]:D,-5809
ControlDecoder_0/counter_RNO[1]:Y,-5809
JTAG_3/next_TAP_state[3]:ADn,
JTAG_3/next_TAP_state[3]:ALn,
JTAG_3/next_TAP_state[3]:CLK,-391
JTAG_3/next_TAP_state[3]:D,679
JTAG_3/next_TAP_state[3]:EN,
JTAG_3/next_TAP_state[3]:LAT,
JTAG_3/next_TAP_state[3]:Q,-391
JTAG_3/next_TAP_state[3]:SD,
JTAG_3/next_TAP_state[3]:SLn,
hptdc_get_data_2_obuf/U0/U_IOOUTFF:A,
hptdc_get_data_2_obuf/U0/U_IOOUTFF:Y,
ControlDecoder_0/threshold_buffer[7]:ADn,
ControlDecoder_0/threshold_buffer[7]:ALn,
ControlDecoder_0/threshold_buffer[7]:CLK,1750
ControlDecoder_0/threshold_buffer[7]:D,1742
ControlDecoder_0/threshold_buffer[7]:EN,-5100
ControlDecoder_0/threshold_buffer[7]:LAT,
ControlDecoder_0/threshold_buffer[7]:Q,1750
ControlDecoder_0/threshold_buffer[7]:SD,
ControlDecoder_0/threshold_buffer[7]:SLn,-734
ControlDecoder_0/counter[6]:ADn,
ControlDecoder_0/counter[6]:ALn,
ControlDecoder_0/counter[6]:CLK,-5848
ControlDecoder_0/counter[6]:D,-6534
ControlDecoder_0/counter[6]:EN,
ControlDecoder_0/counter[6]:LAT,
ControlDecoder_0/counter[6]:Q,-5848
ControlDecoder_0/counter[6]:SD,
ControlDecoder_0/counter[6]:SLn,
DACController_1/sclock_counter15:A,-1955
DACController_1/sclock_counter15:B,-2046
DACController_1/sclock_counter15:C,-5705
DACController_1/sclock_counter15:D,-4750
DACController_1/sclock_counter15:Y,-5705
ControlDecoder_3/counter_19_1_0_N_3L3:A,-3788
ControlDecoder_3/counter_19_1_0_N_3L3:B,-2548
ControlDecoder_3/counter_19_1_0_N_3L3:C,-2636
ControlDecoder_3/counter_19_1_0_N_3L3:Y,-3788
ControlDecoder_1/threshold_buffer[10]:ADn,
ControlDecoder_1/threshold_buffer[10]:ALn,
ControlDecoder_1/threshold_buffer[10]:CLK,1750
ControlDecoder_1/threshold_buffer[10]:D,1742
ControlDecoder_1/threshold_buffer[10]:EN,-4122
ControlDecoder_1/threshold_buffer[10]:LAT,
ControlDecoder_1/threshold_buffer[10]:Q,1750
ControlDecoder_1/threshold_buffer[10]:SD,
ControlDecoder_1/threshold_buffer[10]:SLn,-849
JTAG_3/loop_counter[1]:ADn,
JTAG_3/loop_counter[1]:ALn,
JTAG_3/loop_counter[1]:CLK,-2935
JTAG_3/loop_counter[1]:D,-1789
JTAG_3/loop_counter[1]:EN,
JTAG_3/loop_counter[1]:LAT,
JTAG_3/loop_counter[1]:Q,-2935
JTAG_3/loop_counter[1]:SD,
JTAG_3/loop_counter[1]:SLn,
JTAG_2/tdo_pad_o_2_7_bm_1_1:A,-2755
JTAG_2/tdo_pad_o_2_7_bm_1_1:B,-2811
JTAG_2/tdo_pad_o_2_7_bm_1_1:C,-2970
JTAG_2/tdo_pad_o_2_7_bm_1_1:D,-3098
JTAG_2/tdo_pad_o_2_7_bm_1_1:Y,-3098
JTAG_0/next_TAP_state_srsts_0_a2_0_a2[4]:A,
JTAG_0/next_TAP_state_srsts_0_a2_0_a2[4]:B,623
JTAG_0/next_TAP_state_srsts_0_a2_0_a2[4]:C,569
JTAG_0/next_TAP_state_srsts_0_a2_0_a2[4]:Y,569
ControlDecoder_2/counter[5]:ADn,
ControlDecoder_2/counter[5]:ALn,
ControlDecoder_2/counter[5]:CLK,-4117
ControlDecoder_2/counter[5]:D,-5135
ControlDecoder_2/counter[5]:EN,
ControlDecoder_2/counter[5]:LAT,
ControlDecoder_2/counter[5]:Q,-4117
ControlDecoder_2/counter[5]:SD,
ControlDecoder_2/counter[5]:SLn,
ControlDecoder_0/run_number_buffer[5]:ADn,
ControlDecoder_0/run_number_buffer[5]:ALn,
ControlDecoder_0/run_number_buffer[5]:CLK,1750
ControlDecoder_0/run_number_buffer[5]:D,
ControlDecoder_0/run_number_buffer[5]:EN,-4019
ControlDecoder_0/run_number_buffer[5]:LAT,
ControlDecoder_0/run_number_buffer[5]:Q,1750
ControlDecoder_0/run_number_buffer[5]:SD,
ControlDecoder_0/run_number_buffer[5]:SLn,-734
ControlDecoder_1/counter_19_ns[5]:A,
ControlDecoder_1/counter_19_ns[5]:B,612
ControlDecoder_1/counter_19_ns[5]:C,-4371
ControlDecoder_1/counter_19_ns[5]:D,-5555
ControlDecoder_1/counter_19_ns[5]:Y,-5555
JTAG_3/next_TAP_state[6]:ADn,
JTAG_3/next_TAP_state[6]:ALn,
JTAG_3/next_TAP_state[6]:CLK,496
JTAG_3/next_TAP_state[6]:D,-415
JTAG_3/next_TAP_state[6]:EN,
JTAG_3/next_TAP_state[6]:LAT,
JTAG_3/next_TAP_state[6]:Q,496
JTAG_3/next_TAP_state[6]:SD,
JTAG_3/next_TAP_state[6]:SLn,
ControlDecoder_3/get_data_from_hptdc:ADn,
ControlDecoder_3/get_data_from_hptdc:ALn,
ControlDecoder_3/get_data_from_hptdc:CLK,-3460
ControlDecoder_3/get_data_from_hptdc:D,-1694
ControlDecoder_3/get_data_from_hptdc:EN,
ControlDecoder_3/get_data_from_hptdc:LAT,
ControlDecoder_3/get_data_from_hptdc:Q,-3460
ControlDecoder_3/get_data_from_hptdc:SD,
ControlDecoder_3/get_data_from_hptdc:SLn,
ControlDecoder_3/ccu25_data_temp_10[1]:A,
ControlDecoder_3/ccu25_data_temp_10[1]:B,651
ControlDecoder_3/ccu25_data_temp_10[1]:C,600
ControlDecoder_3/ccu25_data_temp_10[1]:Y,600
ControlDecoder_1/counter[1]:ADn,
ControlDecoder_1/counter[1]:ALn,
ControlDecoder_1/counter[1]:CLK,-5578
ControlDecoder_1/counter[1]:D,-5688
ControlDecoder_1/counter[1]:EN,
ControlDecoder_1/counter[1]:LAT,
ControlDecoder_1/counter[1]:Q,-5578
ControlDecoder_1/counter[1]:SD,
ControlDecoder_1/counter[1]:SLn,
ControlDecoder_0/threshold_buffer[1]:ADn,
ControlDecoder_0/threshold_buffer[1]:ALn,
ControlDecoder_0/threshold_buffer[1]:CLK,1742
ControlDecoder_0/threshold_buffer[1]:D,
ControlDecoder_0/threshold_buffer[1]:EN,-5100
ControlDecoder_0/threshold_buffer[1]:LAT,
ControlDecoder_0/threshold_buffer[1]:Q,1742
ControlDecoder_0/threshold_buffer[1]:SD,
ControlDecoder_0/threshold_buffer[1]:SLn,-734
DACController_0/cache1[11]:ADn,
DACController_0/cache1[11]:ALn,
DACController_0/cache1[11]:CLK,
DACController_0/cache1[11]:D,1734
DACController_0/cache1[11]:EN,-5705
DACController_0/cache1[11]:LAT,
DACController_0/cache1[11]:Q,
DACController_0/cache1[11]:SD,
DACController_0/cache1[11]:SLn,
ControlDecoder_1/ccu25_data_temp[7]:ADn,
ControlDecoder_1/ccu25_data_temp[7]:ALn,
ControlDecoder_1/ccu25_data_temp[7]:CLK,643
ControlDecoder_1/ccu25_data_temp[7]:D,-550
ControlDecoder_1/ccu25_data_temp[7]:EN,-4070
ControlDecoder_1/ccu25_data_temp[7]:LAT,
ControlDecoder_1/ccu25_data_temp[7]:Q,643
ControlDecoder_1/ccu25_data_temp[7]:SD,
ControlDecoder_1/ccu25_data_temp[7]:SLn,
DACController_0/un1_index_1_SUM_0_o3[3]:A,-436
DACController_0/un1_index_1_SUM_0_o3[3]:B,-499
DACController_0/un1_index_1_SUM_0_o3[3]:C,-595
DACController_0/un1_index_1_SUM_0_o3[3]:Y,-595
ControlDecoder_2/instruction_8_0_a2_0_a4[3]:A,
ControlDecoder_2/instruction_8_0_a2_0_a4[3]:B,
ControlDecoder_2/instruction_8_0_a2_0_a4[3]:Y,
ControlDecoder_0/instruction[2]:ADn,
ControlDecoder_0/instruction[2]:ALn,
ControlDecoder_0/instruction[2]:CLK,-6759
ControlDecoder_0/instruction[2]:D,-3397
ControlDecoder_0/instruction[2]:EN,-2895
ControlDecoder_0/instruction[2]:LAT,
ControlDecoder_0/instruction[2]:Q,-6759
ControlDecoder_0/instruction[2]:SD,
ControlDecoder_0/instruction[2]:SLn,
DACController_0/sclock_counter_cry[20]:A,
DACController_0/sclock_counter_cry[20]:B,477
DACController_0/sclock_counter_cry[20]:C,
DACController_0/sclock_counter_cry[20]:CC,-487
DACController_0/sclock_counter_cry[20]:D,
DACController_0/sclock_counter_cry[20]:P,
DACController_0/sclock_counter_cry[20]:S,-487
DACController_0/sclock_counter_cry[20]:UB,
hptdc_event_reset_3_obuft/U0/U_IOENFF:A,
hptdc_event_reset_3_obuft/U0/U_IOENFF:Y,
JTAG_1/next_TAP_state[3]:ADn,
JTAG_1/next_TAP_state[3]:ALn,
JTAG_1/next_TAP_state[3]:CLK,-391
JTAG_1/next_TAP_state[3]:D,679
JTAG_1/next_TAP_state[3]:EN,
JTAG_1/next_TAP_state[3]:LAT,
JTAG_1/next_TAP_state[3]:Q,-391
JTAG_1/next_TAP_state[3]:SD,
JTAG_1/next_TAP_state[3]:SLn,
hptdc_tms_3_obuf/U0/U_IOENFF:A,
hptdc_tms_3_obuf/U0/U_IOENFF:Y,
ControlDecoder_3/ccu25_strobe_in_5_iv_0_0_0_o2:A,-5565
ControlDecoder_3/ccu25_strobe_in_5_iv_0_0_0_o2:B,-5578
ControlDecoder_3/ccu25_strobe_in_5_iv_0_0_0_o2:Y,-5578
JTAG_1/un1_data_sent_to_hptdc_a2[2]:A,671
JTAG_1/un1_data_sent_to_hptdc_a2[2]:B,-537
JTAG_1/un1_data_sent_to_hptdc_a2[2]:C,584
JTAG_1/un1_data_sent_to_hptdc_a2[2]:Y,-537
hptdc_bunch_reset_0_obuft/U0/U_IOPAD:D,
hptdc_bunch_reset_0_obuft/U0/U_IOPAD:E,
hptdc_bunch_reset_0_obuft/U0/U_IOPAD:PAD,
ControlDecoder_2/run_number_buffer[5]:ADn,
ControlDecoder_2/run_number_buffer[5]:ALn,
ControlDecoder_2/run_number_buffer[5]:CLK,1750
ControlDecoder_2/run_number_buffer[5]:D,
ControlDecoder_2/run_number_buffer[5]:EN,-4042
ControlDecoder_2/run_number_buffer[5]:LAT,
ControlDecoder_2/run_number_buffer[5]:Q,1750
ControlDecoder_2/run_number_buffer[5]:SD,
ControlDecoder_2/run_number_buffer[5]:SLn,-643
ccu25_data_2_iobuf[5]/U0/U_IOOUTFF:A,
ccu25_data_2_iobuf[5]/U0/U_IOOUTFF:Y,
ControlDecoder_0/counter_19_i_a2_1_1[5]:A,-4125
ControlDecoder_0/counter_19_i_a2_1_1[5]:B,
ControlDecoder_0/counter_19_i_a2_1_1[5]:C,-6555
ControlDecoder_0/counter_19_i_a2_1_1[5]:D,-4339
ControlDecoder_0/counter_19_i_a2_1_1[5]:Y,-6555
JTAG_1/next_TAP_state[6]:ADn,
JTAG_1/next_TAP_state[6]:ALn,
JTAG_1/next_TAP_state[6]:CLK,496
JTAG_1/next_TAP_state[6]:D,-544
JTAG_1/next_TAP_state[6]:EN,
JTAG_1/next_TAP_state[6]:LAT,
JTAG_1/next_TAP_state[6]:Q,496
JTAG_1/next_TAP_state[6]:SD,
JTAG_1/next_TAP_state[6]:SLn,
hptdc_encode_control_1_obuft/U0/U_IOPAD:D,
hptdc_encode_control_1_obuft/U0/U_IOPAD:E,
hptdc_encode_control_1_obuft/U0/U_IOPAD:PAD,
ccu25_data_2_iobuf[7]/U0/U_IOOUTFF:A,
ccu25_data_2_iobuf[7]/U0/U_IOOUTFF:Y,
DACController_0/cache1[13]:ADn,
DACController_0/cache1[13]:ALn,
DACController_0/cache1[13]:CLK,-3224
DACController_0/cache1[13]:D,1742
DACController_0/cache1[13]:EN,-5705
DACController_0/cache1[13]:LAT,
DACController_0/cache1[13]:Q,-3224
DACController_0/cache1[13]:SD,
DACController_0/cache1[13]:SLn,
ccu25_data_0_iobuf[6]/U0/U_IOOUTFF:A,
ccu25_data_0_iobuf[6]/U0/U_IOOUTFF:Y,
JTAG_3/data_from_hptdc_1ce[0]:A,-478
JTAG_3/data_from_hptdc_1ce[0]:B,-2775
JTAG_3/data_from_hptdc_1ce[0]:C,-609
JTAG_3/data_from_hptdc_1ce[0]:D,-735
JTAG_3/data_from_hptdc_1ce[0]:Y,-2775
ControlDecoder_0/counter_19_i_o2_0[0]:A,-4090
ControlDecoder_0/counter_19_i_o2_0[0]:B,-4148
ControlDecoder_0/counter_19_i_o2_0[0]:C,-4276
ControlDecoder_0/counter_19_i_o2_0[0]:Y,-4276
JTAG_0/data_to[7]:ADn,
JTAG_0/data_to[7]:ALn,
JTAG_0/data_to[7]:CLK,-1598
JTAG_0/data_to[7]:D,161
JTAG_0/data_to[7]:EN,-1054
JTAG_0/data_to[7]:LAT,
JTAG_0/data_to[7]:Q,-1598
JTAG_0/data_to[7]:SD,
JTAG_0/data_to[7]:SLn,
ControlDecoder_0/threshold_buffer[5]:ADn,
ControlDecoder_0/threshold_buffer[5]:ALn,
ControlDecoder_0/threshold_buffer[5]:CLK,1742
ControlDecoder_0/threshold_buffer[5]:D,
ControlDecoder_0/threshold_buffer[5]:EN,-5100
ControlDecoder_0/threshold_buffer[5]:LAT,
ControlDecoder_0/threshold_buffer[5]:Q,1742
ControlDecoder_0/threshold_buffer[5]:SD,
ControlDecoder_0/threshold_buffer[5]:SLn,-734
JTAG_3/tdo_pad_o_2_7_i_m2_i_m2_ns:A,-2939
JTAG_3/tdo_pad_o_2_7_i_m2_i_m2_ns:B,-530
JTAG_3/tdo_pad_o_2_7_i_m2_i_m2_ns:C,-3063
JTAG_3/tdo_pad_o_2_7_i_m2_i_m2_ns:Y,-3063
DACController_1/ldac_barv_RNO:A,-1781
DACController_1/ldac_barv_RNO:Y,-1781
DACController_0/sequence[0]:ADn,
DACController_0/sequence[0]:ALn,
DACController_0/sequence[0]:CLK,-1687
DACController_0/sequence[0]:D,-5311
DACController_0/sequence[0]:EN,
DACController_0/sequence[0]:LAT,
DACController_0/sequence[0]:Q,-1687
DACController_0/sequence[0]:SD,
DACController_0/sequence[0]:SLn,
DACController_0/sclock_counter[16]:ADn,
DACController_0/sclock_counter[16]:ALn,
DACController_0/sclock_counter[16]:CLK,-3218
DACController_0/sclock_counter[16]:D,-421
DACController_0/sclock_counter[16]:EN,
DACController_0/sclock_counter[16]:LAT,
DACController_0/sclock_counter[16]:Q,-3218
DACController_0/sclock_counter[16]:SD,
DACController_0/sclock_counter[16]:SLn,-1974
ControlDecoder_2/counter_19_i_o2_0[0]:A,-5307
ControlDecoder_2/counter_19_i_o2_0[0]:B,-5312
ControlDecoder_2/counter_19_i_o2_0[0]:C,-4162
ControlDecoder_2/counter_19_i_o2_0[0]:D,-4312
ControlDecoder_2/counter_19_i_o2_0[0]:Y,-5312
JTAG_0/next_TAP_state_srsts_0_0_o2[8]:A,-3370
JTAG_0/next_TAP_state_srsts_0_0_o2[8]:B,-3460
JTAG_0/next_TAP_state_srsts_0_0_o2[8]:Y,-3460
hptdc_tms_0_obuf/U0/U_IOOUTFF:A,
hptdc_tms_0_obuf/U0/U_IOOUTFF:Y,
DACController_1/cache1[0]:ADn,
DACController_1/cache1[0]:ALn,
DACController_1/cache1[0]:CLK,-4248
DACController_1/cache1[0]:D,1734
DACController_1/cache1[0]:EN,-5705
DACController_1/cache1[0]:LAT,
DACController_1/cache1[0]:Q,-4248
DACController_1/cache1[0]:SD,
DACController_1/cache1[0]:SLn,
ControlDecoder_1/un1_ccu25_data_2_0_a3_sx:A,
ControlDecoder_1/un1_ccu25_data_2_0_a3_sx:B,
ControlDecoder_1/un1_ccu25_data_2_0_a3_sx:C,
ControlDecoder_1/un1_ccu25_data_2_0_a3_sx:D,
ControlDecoder_1/un1_ccu25_data_2_0_a3_sx:Y,
hptdc_trstn_0_obuf/U0/U_IOOUTFF:A,
hptdc_trstn_0_obuf/U0/U_IOOUTFF:Y,
ControlDecoder_2/counter_19_i_2[2]:A,-3921
ControlDecoder_2/counter_19_i_2[2]:B,-5312
ControlDecoder_2/counter_19_i_2[2]:C,
ControlDecoder_2/counter_19_i_2[2]:D,-1865
ControlDecoder_2/counter_19_i_2[2]:Y,-5312
ControlDecoder_1/latched_data_received_from_hptdc_RNO:A,-1835
ControlDecoder_1/latched_data_received_from_hptdc_RNO:B,-3953
ControlDecoder_1/latched_data_received_from_hptdc_RNO:C,584
ControlDecoder_1/latched_data_received_from_hptdc_RNO:D,-2784
ControlDecoder_1/latched_data_received_from_hptdc_RNO:Y,-3953
poh_clk_1_obuft/U0/U_IOOUTFF:A,
poh_clk_1_obuft/U0/U_IOOUTFF:Y,
JTAG_0/TAP_state[1]:ADn,
JTAG_0/TAP_state[1]:ALn,
JTAG_0/TAP_state[1]:CLK,-2728
JTAG_0/TAP_state[1]:D,-647
JTAG_0/TAP_state[1]:EN,
JTAG_0/TAP_state[1]:LAT,
JTAG_0/TAP_state[1]:Q,-2728
JTAG_0/TAP_state[1]:SD,
JTAG_0/TAP_state[1]:SLn,
ControlDecoder_3/counter_2_i_o2_i_o2[3]:A,-4183
ControlDecoder_3/counter_2_i_o2_i_o2[3]:B,
ControlDecoder_3/counter_2_i_o2_i_o2[3]:Y,-4183
JTAG_3/tdo_pad_o_1:A,-474
JTAG_3/tdo_pad_o_1:B,-3063
JTAG_3/tdo_pad_o_1:C,584
JTAG_3/tdo_pad_o_1:D,473
JTAG_3/tdo_pad_o_1:Y,-3063
ControlDecoder_0/get_data_from_hptdc:ADn,
ControlDecoder_0/get_data_from_hptdc:ALn,
ControlDecoder_0/get_data_from_hptdc:CLK,-3460
ControlDecoder_0/get_data_from_hptdc:D,-2985
ControlDecoder_0/get_data_from_hptdc:EN,
ControlDecoder_0/get_data_from_hptdc:LAT,
ControlDecoder_0/get_data_from_hptdc:Q,-3460
ControlDecoder_0/get_data_from_hptdc:SD,
ControlDecoder_0/get_data_from_hptdc:SLn,
ccu25_data_3_iobuf[6]/U0/U_IOENFF:A,
ccu25_data_3_iobuf[6]/U0/U_IOENFF:Y,
ccu25_data_3_iobuf[2]/U0/U_IOPAD:D,
ccu25_data_3_iobuf[2]/U0/U_IOPAD:E,
ccu25_data_3_iobuf[2]/U0/U_IOPAD:PAD,
ccu25_data_3_iobuf[2]/U0/U_IOPAD:Y,
ccu25_strobe_in_3_obuf/U0/U_IOENFF:A,
ccu25_strobe_in_3_obuf/U0/U_IOENFF:Y,
JTAG_1/next_TAP_state[10]:ADn,
JTAG_1/next_TAP_state[10]:ALn,
JTAG_1/next_TAP_state[10]:CLK,-558
JTAG_1/next_TAP_state[10]:D,741
JTAG_1/next_TAP_state[10]:EN,
JTAG_1/next_TAP_state[10]:LAT,
JTAG_1/next_TAP_state[10]:Q,-558
JTAG_1/next_TAP_state[10]:SD,
JTAG_1/next_TAP_state[10]:SLn,
JTAG_0/tdo_pad_o_2_7_i_m2_bm:A,-1500
JTAG_0/tdo_pad_o_2_7_i_m2_bm:B,-1598
JTAG_0/tdo_pad_o_2_7_i_m2_bm:C,-3070
JTAG_0/tdo_pad_o_2_7_i_m2_bm:D,-1905
JTAG_0/tdo_pad_o_2_7_i_m2_bm:Y,-3070
ControlDecoder_0/latched_data_received_from_hptdc_1_i_o2_RNIBCGM3:A,-2965
ControlDecoder_0/latched_data_received_from_hptdc_1_i_o2_RNIBCGM3:B,-3979
ControlDecoder_0/latched_data_received_from_hptdc_1_i_o2_RNIBCGM3:C,
ControlDecoder_0/latched_data_received_from_hptdc_1_i_o2_RNIBCGM3:D,-2058
ControlDecoder_0/latched_data_received_from_hptdc_1_i_o2_RNIBCGM3:Y,-3979
ccu25_data_3_iobuf[5]/U0/U_IOENFF:A,
ccu25_data_3_iobuf[5]/U0/U_IOENFF:Y,
DACController_0/index_7_0_a3[0]:A,633
DACController_0/index_7_0_a3[0]:B,451
DACController_0/index_7_0_a3[0]:C,512
DACController_0/index_7_0_a3[0]:Y,451
ControlDecoder_1/instruction[3]:ADn,
ControlDecoder_1/instruction[3]:ALn,
ControlDecoder_1/instruction[3]:CLK,-4232
ControlDecoder_1/instruction[3]:D,
ControlDecoder_1/instruction[3]:EN,-2913
ControlDecoder_1/instruction[3]:LAT,
ControlDecoder_1/instruction[3]:Q,-4232
ControlDecoder_1/instruction[3]:SD,
ControlDecoder_1/instruction[3]:SLn,
JTAG_2/next_TAP_state_RNO[6]:A,-544
JTAG_2/next_TAP_state_RNO[6]:B,
JTAG_2/next_TAP_state_RNO[6]:C,569
JTAG_2/next_TAP_state_RNO[6]:Y,-544
hptdc_token_out_2_ibuf/U0/U_IOINFF:A,
hptdc_token_out_2_ibuf/U0/U_IOINFF:Y,
DACController_0/sclock_counter_cry[18]:A,
DACController_0/sclock_counter_cry[18]:B,477
DACController_0/sclock_counter_cry[18]:C,
DACController_0/sclock_counter_cry[18]:CC,-458
DACController_0/sclock_counter_cry[18]:D,
DACController_0/sclock_counter_cry[18]:P,
DACController_0/sclock_counter_cry[18]:S,-458
DACController_0/sclock_counter_cry[18]:UB,
ControlDecoder_0/counter_19_i_a2_4[0]:A,-2719
ControlDecoder_0/counter_19_i_a2_4[0]:B,
ControlDecoder_0/counter_19_i_a2_4[0]:C,
ControlDecoder_0/counter_19_i_a2_4[0]:Y,-2719
JTAG_3/next_TAP_state_RNO[5]:A,-385
JTAG_3/next_TAP_state_RNO[5]:B,-2077
JTAG_3/next_TAP_state_RNO[5]:C,
JTAG_3/next_TAP_state_RNO[5]:D,473
JTAG_3/next_TAP_state_RNO[5]:Y,-2077
ccu25_data_3_iobuf[6]/U0/U_IOPAD:D,
ccu25_data_3_iobuf[6]/U0/U_IOPAD:E,
ccu25_data_3_iobuf[6]/U0/U_IOPAD:PAD,
ccu25_data_3_iobuf[6]/U0/U_IOPAD:Y,
ControlDecoder_2/counter_RNO[1]:A,-2642
ControlDecoder_2/counter_RNO[1]:B,-1691
ControlDecoder_2/counter_RNO[1]:C,-5048
ControlDecoder_2/counter_RNO[1]:D,-3895
ControlDecoder_2/counter_RNO[1]:Y,-5048
DACController_0/sclock_counter_cry[26]:A,
DACController_0/sclock_counter_cry[26]:B,485
DACController_0/sclock_counter_cry[26]:C,
DACController_0/sclock_counter_cry[26]:CC,-350
DACController_0/sclock_counter_cry[26]:D,
DACController_0/sclock_counter_cry[26]:P,
DACController_0/sclock_counter_cry[26]:S,-350
DACController_0/sclock_counter_cry[26]:UB,
JTAG_1/data_to[4]:ADn,
JTAG_1/data_to[4]:ALn,
JTAG_1/data_to[4]:CLK,-2811
JTAG_1/data_to[4]:D,161
JTAG_1/data_to[4]:EN,-1198
JTAG_1/data_to[4]:LAT,
JTAG_1/data_to[4]:Q,-2811
JTAG_1/data_to[4]:SD,
JTAG_1/data_to[4]:SLn,
hptdc_trigger_2_obuft/U0/U_IOENFF:A,
hptdc_trigger_2_obuft/U0/U_IOENFF:Y,
ControlDecoder_0/instruction45_RNIN43T1_0:A,-4332
ControlDecoder_0/instruction45_RNIN43T1_0:B,
ControlDecoder_0/instruction45_RNIN43T1_0:C,-4269
ControlDecoder_0/instruction45_RNIN43T1_0:Y,-4332
DACController_1/sclock_counter_cry[23]:A,
DACController_1/sclock_counter_cry[23]:B,-201
DACController_1/sclock_counter_cry[23]:C,
DACController_1/sclock_counter_cry[23]:CC,-430
DACController_1/sclock_counter_cry[23]:D,
DACController_1/sclock_counter_cry[23]:P,-201
DACController_1/sclock_counter_cry[23]:S,-430
DACController_1/sclock_counter_cry[23]:UB,
ControlDecoder_3/data_to_hptdc[3]:ADn,
ControlDecoder_3/data_to_hptdc[3]:ALn,
ControlDecoder_3/data_to_hptdc[3]:CLK,161
ControlDecoder_3/data_to_hptdc[3]:D,
ControlDecoder_3/data_to_hptdc[3]:EN,-5166
